#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-01T16:16:39 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-01T16:16:39	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/144/4/catalog&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51440004
#Name: J/AJ/144/4
#Title: Properties of dwarf galaxies in the Local Group (McConnachie+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/aj/144/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/144/4	    IVOID of underlying data collection
#INFO	creator=McConnachie A.W.	    First author or institution
#INFO	cites=bibcode:2012AJ....144....4M	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/144/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51440004	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-11-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_144_4_catalog:
#Name: J/AJ/144/4/catalog
#Title: Catalog of the observed properties of dwarf galaxies in and around the Local Group (tables 1--5 of paper)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	SubG	(A4)	The galactic subgroup (MW, M31 or Rest) (1)	[ucd=meta.id.parent]
#Column	n_Name	(A3)	Indicates whether the galaxy is associated with Milky Way (G), M31 (A), the Local Group (L), or is nearby neighbors (N)	[ucd=meta.note]
#Column	Name	(a29)	Galaxy name	[ucd=meta.id;meta.main]
#Column	OName	(a32)	Common alternative name	[ucd=meta.id]
#Column	f_OName	(A1)	[*] Flag for NGC 4167 (2)	[ucd=meta.code]
#Column	MType	(a9)	Morphological (Hubble) type (3)	[ucd=src.morph.type]
#Column	RAJ2000	(A10)	? Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	? Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Ref1	(a7)	Original publication, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	f_Ref1	(A1)	[abe] Notes about discovery (4)	[ucd=meta.code]
#Column	Com1	(a51)	Comments about basic information	[ucd=meta.note]
#Column	GLON	(F5.1)	? Galactic longitude l	[ucd=pos.galactic.lon]
#Column	GLAT	(F5.1)	? Galactic latitude b	[ucd=pos.galactic.lat]
#Column	E(B-V)	(F6.3)	? Foreground extinction (6)	[ucd=phot.color.excess]
#Column	(m-M)	(F5.2)	? Distance modulus (m-M)_0_ (7)	[ucd=phot.mag.distMod]
#Column	u_(m-M)	(A2)	[:lbk ] Uncertain or fixed distance (5)	[ucd=meta.code.error]
#Column	E_(m-M)	(F5.2)	? Positive error in (m-M)	[ucd=stat.error;stat.max]
#Column	e_(m-M)	(F5.2)	? Negative error in (m-M)	[ucd=stat.error]
#Column	D	(I4)	? Heliocentric distance (7)	[ucd=pos.distance;pos.heliocentric]
#Column	u_D	(A1)	[:] Uncertainty flag on D	[ucd=meta.code.error]
#Column	E_D	(I3)	? Positive error in D	[ucd=stat.error;stat.max]
#Column	e_D	(I3)	? Negative error in D	[ucd=stat.error]
#Column	HRV	(F6.1)	? Heliocentric radial velocity (9)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	f_HRV	(A1)	[cdfmpr] Flag on HRV (10)	[ucd=meta.code]
#Column	e_HRV	(F4.1)	? Error in HRV	[ucd=stat.error]
#Column	D(MW)	(I4)	? Distance for the Galactocentric (MW) frame of reference (10)	[ucd=pos.distance;pos.galactocentric]
#Column	V(MW)	(I4)	? Velocity for the Galactocentric (MW) frame of reference (10)	[ucd=phys.veloc;pos.galactocentric]
#Column	D(M31)	(I4)	? Distance for the M31 frame of reference (10)	[ucd=pos.distance]
#Column	V(M31)	(I4)	? Velocity for the M31 frame of reference (10)	[ucd=phys.veloc]
#Column	D(LG)	(I4)	? Distance for the Local Group frame of reference (10)	[ucd=pos.distance]
#Column	V(LG)	(I4)	? Velocity for the Local Group frame of reference (10)	[ucd=phys.veloc]
#Column	Ref2	(A5)	Reference, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	f_Ref2	(A1)	Details on Ref2 (8)	[ucd=meta.code]
#Column	S	(A1)	[h] Presence of surrounding stream (11)	[ucd=meta.code]
#Column	Vmag	(F4.1)	? Apparent magnitude in V; VEGA system (12)	[ucd=phot.mag;em.opt.V]
#Column	u_Vmag	(A2)	[:kl ] Uncertain or derived Vmag (13)	[ucd=meta.code.error]
#Column	E_Vmag	(F4.1)	? Positive error in Vmag	[ucd=stat.error;stat.max]
#Column	e_Vmag	(F4.1)	? Negative error in Vmag	[ucd=stat.error;phot.mag]
#Column	R1	(F6.2)	? Radius containing half the light of the galaxy, measured on the semimajor axis (see Section 4 for further details)	[ucd=phys.angSize]
#Column	u_R1	(A1)	[:] Uncertainty flag on R1	[ucd=meta.code.error]
#Column	E_R1	(F5.2)	? Positive error in R1	[ucd=stat.error;stat.max]
#Column	e_R1	(F5.2)	? Negative error in R1	[ucd=stat.error]
#Column	muV	(F4.1)	? Central surface brightness {mu}_V_ (14)	[ucd=phot.mag.sb]
#Column	f_muV	(A2)	[:befg ] Note on muV (13)	[ucd=meta.code]
#Column	E_muV	(F4.1)	? Positive error in muV	[ucd=stat.error;stat.max]
#Column	e_muV	(F4.1)	? Negative error in muV	[ucd=stat.error]
#Column	PA	(I3)	[-69-330]? Position angle of major axis, measured in degrees east from north (16)	[ucd=pos.posAng]
#Column	f_PA	(A2)	[:ci ] Note on PA (13)	[ucd=meta.code]
#Column	e_PA	(I2)	? Error in PA	[ucd=stat.error]
#Column	Ell	(F5.2)	? Ellipticity {epsilon}=1-b/a, where a and b are the semimajor and semiminor axes (16)	[ucd=src.ellipticity]
#Column	f_Ell	(A1)	[:j] Note on Ell (13)	[ucd=meta.code]
#Column	e_Ell	(F5.2)	? Uncertainty in Ell	[ucd=stat.error]
#Column	VMag	(F5.1)	? Absolute visual magnitude M_V_ (15)	[ucd=phys.magAbs]
#Column	f_VMag	(A1)	[:d] Flag on VMag (13)	[ucd=meta.code]
#Column	E_VMag	(F4.1)	? Positive error in VMag	[ucd=stat.error;stat.max]
#Column	e_VMag	(F4.1)	? Negative error in VMag	[ucd=stat.error;phot.mag]
#Column	R2	(I4)	? Half-light radius (17)	[ucd=phys.size.radius]
#Column	u_R2	(A1)	[:] Uncertainty flag on R2	[ucd=meta.code.error]
#Column	E_R2	(I3)	? Positive error on R2	[ucd=stat.error;stat.max]
#Column	e_R2	(I3)	? Negative error on R2	[ucd=stat.error]
#Column	muEff	(F4.1)	? The mean surface brightness within the isophote defined by the half-light radius (18)	[ucd=phot.mag.sb;stat.mean]
#Column	Ref3	(a7)	Reference, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	Com3	(a45)	Comments about luminosity ans structure	[ucd=meta.note]
#Column	Mass	(F10.5)	? Mass of the galaxy in stellar masses (19)	[ucd=phys.mass]
#Column	l_sigma*	(A2)	[<=] Upper limit on sigma	[ucd=meta.code.error]
#Column	sigma*	(F4.1)	? The observed velocity dispersion of the stellar component {sigma}* (20)	[ucd=phys.veloc.dispersion]
#Column	f_sigma*	(A1)	[cj] Flag on sigma* (21)	[ucd=meta.code]
#Column	E_sigma*	(F4.1)	? Positive error in sigma*	[ucd=stat.error;stat.max]
#Column	e_sigma*	(F4.1)	? Negative error in sigma*	[ucd=stat.error]
#Column	vsini*	(F4.1)	? The observed rotational velocity of the stellar component (22)	[ucd=phys.veloc.rotat]
#Column	f_vsini*	(A1)	[N] No rotational signature observed (22)	[ucd=meta.code]
#Column	e_vsini*	(F4.1)	? Error in vsini*	[ucd=stat.error;phys.veloc.rotat]
#Column	M.HI	(E8.1)	? Mass of HI in each galaxy (23)	[ucd=phys.mass]
#Column	f_M.HI	(A1)	[:befk] Ambiguous HI detection (24)	[ucd=meta.code]
#Column	l_sigHI	(A1)	Upper limit on sigmaHI	[ucd=meta.code.error]
#Column	sigHI	(F4.1)	? The observed velocity dispersion of the HI component (25)	[ucd=phys.veloc.dispersion]
#Column	u_sigHI	(A1)	[:dg] Uncertainty flag on sigHI (26)	[ucd=meta.code.error]
#Column	e_sigHI	(F4.1)	? Error in sigHI	[ucd=stat.error]
#Column	l_v.HI	(A2)	[<=] Upper limit on v.HI	[ucd=meta.code.error]
#Column	v.HI	(F5.1)	? The observed rotational velocity of the HI component (22)	[ucd=phys.veloc.rotat]
#Column	u_v.HI	(A1)	[:iN] Uncertainty flag on v.HI (26)	[ucd=meta.code.error]
#Column	e_v.HI	(F4.1)	? Error in v.HI	[ucd=stat.error]
#Column	Mdyn	(F6.2)	? Dynamical mass within the observed half-light radius M_dyn_(<=r_h_) (see Section 5 for further explanations)	[ucd=phys.mass]
#Column	Ref4	(a15)	Reference, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	f_Ref4	(A1)	[h] Flag on Ref (h = In the reference (234), see their Note added in proof.	[ucd=meta.code]
#Column	Com4	(a175)	Comments about masses and kinematics	[ucd=meta.note]
#Column	[Fe/H]	(F5.2)	? Mean stellar metallicity (27)	[ucd=phys.abund.Z;stat.mean]
#Column	u_[Fe/H]	(A1)	[:] Uncertainty flag on [Fe/H]	[ucd=meta.code.error;phys.abund.Fe]
#Column	e_[Fe/H]	(F5.2)	? Error in [Fe/H]	[ucd=stat.error;phys.abund.Fe]
#Column	Meth	(a20)	Technique used to estimate stellar metallicity (28)	[ucd=meta.code;obs]
#Column	Ref5	(a7)	Reference, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	Com5	(a67)	Comment on metallicity estimations	[ucd=meta.note]
#Column	SimbadName	(a23)	Simbad column added by the CDS	[ucd=meta.id]
recno	SubG	n_Name	Name	OName	f_OName	MType	RAJ2000	DEJ2000	Ref1	f_Ref1	Com1	GLON	GLAT	E(B-V)	(m-M)	u_(m-M)	E_(m-M)	e_(m-M)	D	u_D	E_D	e_D	HRV	f_HRV	e_HRV	D(MW)	V(MW)	D(M31)	V(M31)	D(LG)	V(LG)	Ref2	f_Ref2	S	Vmag	u_Vmag	E_Vmag	e_Vmag	R1	u_R1	E_R1	e_R1	muV	f_muV	E_muV	e_muV	PA	f_PA	e_PA	Ell	f_Ell	e_Ell	VMag	f_VMag	E_VMag	e_VMag	R2	u_R2	E_R2	e_R2	muEff	Ref3	Com3	Mass	l_sigma*	sigma*	f_sigma*	E_sigma*	e_sigma*	vsini*	f_vsini*	e_vsini*	M.HI	f_M.HI	l_sigHI	sigHI	u_sigHI	e_sigHI	l_v.HI	v.HI	u_v.HI	e_v.HI	Mdyn	Ref4	f_Ref4	Com4	[Fe/H]	u_[Fe/H]	e_[Fe/H]	Meth	Ref5	Com5	SimbadName
 	 	 	 	 	 	 	"h:m:s"	"d:m:s"	 	 	 	deg	deg	mag	mag	 	mag	mag	kpc	 	kpc	kpc	km/s	 	km/s	kpc	km/s	kpc	km/s	kpc	km/s	 	 	 	mag	 	mag	mag	arcmin	 	arcmin	arcmin	mag/arcsec2	 	mag/arcsec2	mag/arcsec2	deg	 	deg	 	 	 	mag	 	mag	mag	pc	 	pc	pc	mag/arcsec2	 	 	10+6Msun	 	km/s	 	km/s	km/s	km/s	 	km/s	10+6Msun	 	 	km/s	 	km/s	 	km/s	 	km/s	10+6Msun	 	 	 	[Sun]	 	[Sun]	 	 	 	
--------	----	---	-----------------------------	--------------------------------	-	---------	----------	---------	-------	-	---------------------------------------------------	-----	-----	------	-----	--	-----	-----	----	-	---	---	------	-	----	----	----	----	----	----	----	-----	-	-	----	--	----	----	------	-	-----	-----	----	--	----	----	---	--	--	-----	-	-----	-----	-	----	----	----	-	---	---	----	-------	---------------------------------------------	----------	--	----	-	----	----	----	-	----	--------	-	-	----	-	----	--	-----	-	----	------	---------------	-	-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------	-----	-	-----	--------------------	-------	-------------------------------------------------------------------	-----------------------
       1	MW  	G  	The Galaxy                   	The MW                          	 	S(B)bc   	17 45 40.0	-29 00 28	       	 	Position refers to Sgr A*                          	     	     	      	     	  	     	     	    	 	   	   	      	 	    	    	    	    	    	    	    	     	 	 	    	  	    	    	      	 	     	     	    	  	    	    	   	  	  	     	 	     	     	 	    	    	    	 	   	   	    	       	                                             	          	  	    	 	    	    	    	 	    	        	 	 	    	 	    	  	     	 	    	      	               	 	                                                                                                                                                                               	     	 	     	                    	       	                                                                   	
       2	MW  	G  	Canis Major                  	                                	 	????     	07 12 35.0	-27 40 00	300    	 	MW disk substructure?                              	240.0	 -8.0	 0.264	14.29	b 	 0.30	 0.30	   7	 	  1	  1	  87.0	c	 4.0	  13	-117	 786	-185	 394	-172	1,2  	 	 	-0.1	  	 0.8	 0.8	      	 	     	     	24.0	b 	 0.6	 0.6	123	:c	  	 0.80	:	     	-14.4	d	 0.8	 0.8	    	 	   	   	    	101,102	                                             	  49.00000	  	20.0	 	 3.0	 3.0	    	 	    	        	 	 	    	 	    	  	     	 	    	      	201            	 	HI measurements complex due to location!                                                                                                                                       	-0.50	 	 0.20	CMD fitting         	400    	Based primarily on MS stars                                        	Canis Major
       3	MW  	G  	Sagittarius dSph             	                                	 	dSph     	18 55 19.5	-30 32 43	301    	 	Tidally disrupting                                 	  5.6	-14.2	 0.153	17.10	  	 0.15	 0.15	  26	 	  2	  2	 140.0	 	 2.0	  18	 169	 791	 149	 400	 159	3,4  	 	 	 3.6	  	 0.3	 0.3	342.00	 	12.00	12.00	25.2	  	 0.3	 0.3	102	  	 2	 0.64	 	 0.02	-13.5	 	 0.3	 0.3	2587	 	219	219	26.0	103,104	                                             	  21.00000	  	11.4	 	 0.7	 0.7	    	N	    	        	b	 	    	 	    	  	     	N	    	190.00	202,203,204,205	 	                                                                                                                                                                               	-0.40	 	 0.20	HRS                 	401    	                                                                   	Sagittarius dSph
       4	MW  	G  	Segue (I)                    	                                	 	dSph     	10 07 04.0	+16 04 55	302    	 	                                                   	220.5	 50.4	 0.031	16.80	  	 0.20	 0.20	  23	 	  2	  2	 208.5	 	 0.9	  28	 113	 792	  56	 401	  69	5,6  	 	 	15.3	  	 0.8	 0.8	  4.40	 	 1.20	 0.60	27.6	  	 1.0	 1.0	 85	  	 8	 0.48	 	 0.13	 -1.5	 	 0.8	 0.8	  29	 	  8	  5	28.7	105    	                                             	   0.00034	  	 3.9	c	 0.8	 0.8	    	N	    	        	 	 	    	 	    	  	     	N	    	  0.26	206,205        	 	Stellar velocity gradient constrained to <5km/s at 90% confidence                                                                                                              	-2.72	 	 0.40	MRS                 	402    	See also Simon et al. (2011, Cat. J/ApJ/733/46)                    	Segue1
       5	MW  	G  	Ursa Major II                	                                	 	dSph     	08 51 30.0	+63 07 48	303    	 	                                                   	152.5	 37.4	 0.094	17.50	  	 0.30	 0.30	  32	 	  4	  4	-116.5	 	 1.9	  38	 -33	 771	  11	 380	  -3	7,8  	 	 	13.3	  	 0.5	 0.5	 16.00	 	 1.00	 1.00	27.9	  	 0.6	 0.6	 98	  	 4	 0.63	 	 0.05	 -4.2	 	 0.6	 0.6	 149	 	 21	 21	29.1	105    	                                             	   0.00410	  	 6.7	 	 1.4	 1.4	    	N	    	        	 	 	    	 	    	  	     	N	    	  3.90	207,205        	 	Velocity difference of 8.4+/-1.4km/s between stars in the east and west                                                                                                        	-2.47	 	 0.06	MRS                 	403,404	                                                                   	UMA II GALAXY
       6	MW  	G  	Bootes II                    	                                	 	dSph     	13 58 00.0	+12 51 00	304    	 	                                                   	353.7	 68.9	 0.031	18.10	  	 0.06	 0.06	  42	 	  1	  1	-117.0	 	 5.2	  40	-116	 807	-174	 416	-156	9,10 	 	 	15.4	  	 0.9	 0.9	  4.20	 	 1.40	 1.40	28.1	  	 1.6	 1.6	145	  	55	 0.21	 	 0.21	 -2.7	 	 0.9	 0.9	  51	 	 17	 17	29.1	105    	                                             	   0.00100	  	10.5	 	 7.4	 7.4	    	 	    	        	 	 	    	 	    	  	     	N	    	  3.30	208,205        	 	                                                                                                                                                                               	-1.79	 	 0.05	MRS (CaT)           	405    	                                                                   	Bootes II
       7	MW  	G  	Segue II                     	                                	 	dSph     	02 19 16.0	+20 10 31	305    	 	                                                   	149.4	-38.1	 0.185	17.70	  	 0.10	 0.10	  35	 	  2	  2	 -39.2	 	 2.5	  41	  43	 753	 141	 361	 112	11   	 	 	15.2	  	 0.3	 0.3	  3.40	 	 0.20	 0.20	27.4	  	 0.4	 0.4	182	  	17	 0.15	 	 0.10	 -2.5	 	 0.3	 0.3	  35	 	  3	  3	28.6	106    	                                             	   0.00086	  	 3.4	 	 2.5	 1.2	    	 	    	        	 	 	    	 	    	  	     	 	    	  0.23	209            	 	                                                                                                                                                                               	-2.00	 	 0.25	HRS                 	305    	                                                                   	Segue2
       8	MW  	G  	Willman 1                    	SDSS J1049+5103                 	 	dSph     	10 49 21.0	+51 03 00	306    	 	Cluster?                                           	158.6	 56.8	 0.014	17.90	  	 0.40	 0.40	  38	 	  7	  7	 -12.3	 	 2.5	  43	  35	 780	  44	 390	  41	12,13	 	 	15.2	  	 0.7	 0.7	  2.30	 	 0.40	 0.40	26.1	  	 0.9	 0.9	 77	  	 5	 0.47	 	 0.08	 -2.7	 	 0.8	 0.8	  25	 	  6	  6	27.2	105    	                                             	   0.00100	  	 4.3	 	 2.3	 1.3	    	 	    	        	 	 	    	 	    	  	     	N	    	  0.27	210,205        	 	                                                                                                                                                                               	-2.10	:	     	MRS                 	406    	Based on three stars                                               	WILLMAN I
       9	MW  	G  	Coma Berenices               	                                	 	dSph     	12 26 59.0	+23 54 15	302    	 	                                                   	241.9	 83.6	 0.017	18.20	  	 0.20	 0.20	  44	 	  4	  4	  98.1	 	 0.9	  45	  82	 802	  32	 412	  46	5,8  	 	 	14.1	  	 0.5	 0.5	  6.00	 	 0.60	 0.60	27.3	  	 0.7	 0.7	115	  	10	 0.38	 	 0.14	 -4.1	 	 0.5	 0.5	  77	 	 10	 10	28.4	105    	                                             	   0.00370	  	 4.6	 	 0.8	 0.8	    	N	    	        	 	 	    	 	    	  	     	N	    	  0.94	207,205        	 	Stellar velocity gradient of 5.5+/-1.2km/s/deg                                                                                                                                 	-2.60	 	 0.05	MRS                 	403,404	                                                                   	Coma Berenices
      10	MW  	G  	Bootes III                   	                                	 	dSph?    	13 57 12.0	+26 48 00	307    	 	Very diffuse. Tidal remnant?                       	 35.4	 75.4	 0.021	18.35	  	 0.10	 0.10	  47	 	  2	  2	 197.5	 	 3.8	  46	 240	 800	 207	 410	 219	14,15	 	 	12.6	  	 0.5	 0.5	      	 	     	     	31.3	e 	 0.3	 0.3	 90	: 	  	 0.50	:	     	 -5.8	d	 0.5	 0.5	    	 	   	   	    	107    	                                             	   0.01700	  	14.0	 	 3.2	 3.2	    	 	    	        	 	 	    	 	    	  	     	 	    	      	211            	 	                                                                                                                                                                               	-2.10	 	 0.20	MRS                 	407    	                                                                   	Bootes III
      11	MW  	G  	LMC                          	Nubecula Major                  	 	Irr      	05 23 34.5	-69 45 22	       	 	                                                   	280.5	-32.9	 0.926	18.52	  	 0.09	 0.09	  51	 	  2	  2	 262.2	d	 3.4	  50	  68	 811	  -6	 421	  12	16,17	e	 	 0.4	  	 0.1	 0.1	      	 	     	     	    	  	    	    	   	  	  	     	 	     	-18.1	 	 0.1	 0.1	    	 	   	   	    	108    	                                             	1500.00000	  	20.2	 	 0.5	 0.5	49.8	 	15.9	 4.6e+02	 	 	15.8	 	 0.2	  	 63.0	 	 3.0	      	212,213,214    	 	Stellar velocities based on carbon stars; HI boundaries between LMC, SMC, bridge, and interface regions not clearly defined                                                    	-0.50	 	     	MRS (CaT)           	408    	See also Cole et al. (2005, Cat. J/AJ/129/1465)                    	LMC
      12	MW  	G  	SMC                          	Nubecula Minor,NGC 292          	 	dIrr     	00 52 44.8	-72 49 43	       	 	                                                   	302.8	-44.3	 0.419	19.03	  	 0.12	 0.12	  64	 	  4	  4	 145.6	f	 0.6	  61	   5	 811	 -48	 422	 -35	18,19	g	 	 2.2	  	 0.2	 0.2	      	 	     	     	    	  	    	    	   	  	  	     	 	     	-16.8	 	 0.2	 0.2	    	 	   	   	    	108    	                                             	 460.00000	  	27.6	 	 0.5	 0.5	    	N	    	 4.6e+02	 	 	22.0	d	 2.0	  	 60.0	 	 5.0	      	215,216,214    	 	Stellar velocities based on red giant branch stars; stellar velocity gradient of 8.3km/s/deg; HI boundaries between LMC, SMC, bridge, and interface regions not clearly defined	-1.00	 	 0.02	MRS (CaT)           	409    	                                                                   	SMC
      13	MW  	G  	Bootes (I)                   	                                	 	dSph     	14 00 06.0	+14 30 00	308    	 	                                                   	358.1	 69.6	 0.017	19.11	  	 0.08	 0.08	  66	 	  2	  2	  99.0	 	 2.1	  64	 106	 819	  51	 430	  69	20,13	 	 	12.8	  	 0.2	 0.2	 12.60	 	 1.00	 1.00	27.5	  	 0.3	 0.3	 14	  	 6	 0.39	 	 0.06	 -6.3	 	 0.2	 0.2	 242	 	 21	 21	28.7	105    	                                             	   0.02900	  	 2.4	 	 0.9	 0.5	    	 	    	        	 	 	    	 	    	  	     	N	    	  0.81	217,205        	 	Stellar velocity dispersion corresponds to dominant component, and there is evidence for a hotter component with {sigma}*~9km/s                                                	-2.55	 	 0.11	MRS                 	402    	See also Lai et al. (2011ApJ...738...51L)                          	Bootes I
